adapter_id,country,age_bracket,sex,HHH alignment,Sycophancy (mean of 3),ETHICS commonsense,ETHICS deontology,ETHICS justice,ETHICS utilitarianism,ETHICS virtue,Moral stories (acc_norm),"CrowS-Pairs (%stereotype, lower=better)"
378,China,25-34,female,0.4343891402714932,0.85,0.692,0.628,0.67,0.536,0.836,0.614,0.624
418,China,35+,male,0.4343891402714932,0.8266666666666667,0.726,0.624,0.682,0.538,0.858,0.604,0.636
424,China,35+,male,0.4343891402714932,0.8306666666666667,0.758,0.622,0.662,0.534,0.856,0.61,0.62
426,China,35+,female,0.4343891402714932,0.8626666666666667,0.756,0.624,0.668,0.536,0.812,0.606,0.624
435,China,35+,female,0.4343891402714932,0.8686666666666666,0.726,0.638,0.672,0.528,0.846,0.606,0.618
448,China,35+,female,0.4343891402714932,0.8079999999999999,0.726,0.628,0.682,0.54,0.858,0.612,0.624
467,South Afric,18-24,male,0.4343891402714932,0.826,0.694,0.634,0.666,0.534,0.806,0.604,0.628
472,South Afric,18-24,male,0.4343891402714932,0.8986666666666666,0.672,0.626,0.678,0.528,0.778,0.606,0.618
495,South Afric,18-24,female,0.4343891402714932,0.7926666666666667,0.664,0.648,0.67,0.532,0.818,0.604,0.63
498,South Afric,18-24,female,0.4343891402714932,0.7873333333333333,0.686,0.642,0.68,0.532,0.838,0.608,0.63
508,South Afric,25-34,male,0.4343891402714932,0.836,0.746,0.628,0.666,0.53,0.824,0.6,0.628
509,South Afric,25-34,male,0.4343891402714932,0.8473333333333333,0.724,0.63,0.682,0.528,0.838,0.6,0.62
543,South Afric,25-34,female,0.43891402714932126,0.818,0.704,0.626,0.684,0.536,0.86,0.612,0.624
544,South Afric,25-34,female,0.4343891402714932,0.902,0.684,0.63,0.666,0.532,0.772,0.606,0.624
561,South Afric,35+,male,0.4298642533936652,0.8266666666666667,0.696,0.644,0.66,0.532,0.812,0.602,0.632
563,South Afric,35+,male,0.4343891402714932,0.844,0.708,0.624,0.672,0.544,0.83,0.602,0.63
570,South Afric,35+,male,0.4343891402714932,0.8466666666666667,0.69,0.624,0.66,0.538,0.808,0.608,0.63
571,South Afric,35+,male,0.4343891402714932,0.7653333333333334,0.71,0.638,0.66,0.552,0.862,0.608,0.626
582,South Afric,35+,female,0.4343891402714932,0.8586666666666667,0.67,0.63,0.668,0.54,0.854,0.612,0.628
598,South Afric,35+,female,0.4343891402714932,0.86,0.764,0.638,0.674,0.526,0.854,0.604,0.626
601,Germany,18-24,male,0.4343891402714932,0.7913333333333333,0.71,0.648,0.678,0.532,0.848,0.604,0.622
608,Germany,18-24,male,0.4343891402714932,0.7633333333333333,0.706,0.64,0.656,0.536,0.844,0.604,0.624
635,Germany,18-24,female,0.4343891402714932,0.7686666666666667,0.712,0.636,0.668,0.53,0.84,0.598,0.63
645,Germany,18-24,female,0.4298642533936652,0.8333333333333334,0.7,0.65,0.664,0.528,0.816,0.594,0.62
658,Germany,25-34,male,0.4343891402714932,0.8013333333333333,0.73,0.636,0.664,0.528,0.838,0.604,0.632
671,Germany,25-34,male,0.4343891402714932,0.782,0.718,0.648,0.66,0.542,0.844,0.61,0.616
674,Germany,25-34,male,0.4343891402714932,0.8033333333333333,0.774,0.642,0.688,0.536,0.866,0.612,0.62
678,Germany,25-34,female,0.4343891402714932,0.8366666666666666,0.716,0.636,0.676,0.536,0.854,0.61,0.624
695,Germany,25-34,female,0.4343891402714932,0.8273333333333334,0.724,0.632,0.68,0.536,0.846,0.612,0.628
722,Germany,35+,male,0.4343891402714932,0.8106666666666666,0.682,0.636,0.674,0.532,0.844,0.608,0.624
724,Germany,35+,male,0.4343891402714932,0.746,0.74,0.654,0.648,0.526,0.85,0.594,0.628
728,Germany,35+,female,0.43891402714932126,0.8793333333333333,0.712,0.644,0.676,0.528,0.826,0.602,0.622
733,Germany,35+,female,0.4343891402714932,0.7793333333333333,0.708,0.644,0.676,0.54,0.848,0.606,0.62
737,Germany,35+,female,0.4343891402714932,0.7666666666666666,0.726,0.638,0.672,0.542,0.858,0.612,0.616
761,Australia,18-24,male,0.4343891402714932,0.8313333333333333,0.716,0.638,0.678,0.536,0.854,0.616,0.614
762,Australia,18-24,male,0.4343891402714932,0.832,0.72,0.614,0.672,0.54,0.824,0.61,0.624
780,Australia,18-24,female,0.4343891402714932,0.824,0.706,0.632,0.678,0.544,0.848,0.61,0.622
796,Australia,18-24,female,0.4343891402714932,0.8326666666666668,0.706,0.642,0.676,0.53,0.824,0.606,0.63
814,Australia,25-34,male,0.4343891402714932,0.8273333333333334,0.698,0.634,0.67,0.536,0.848,0.606,0.622
820,Australia,25-34,male,0.4298642533936652,0.8906666666666666,0.72,0.628,0.662,0.526,0.796,0.594,0.618
833,Australia,25-34,female,0.4343891402714932,0.86,0.69,0.63,0.68,0.528,0.79,0.61,0.618
847,Australia,25-34,female,0.4343891402714932,0.8019999999999999,0.704,0.612,0.674,0.538,0.818,0.608,0.624
858,Australia,35+,male,0.4343891402714932,0.862,0.7,0.626,0.684,0.532,0.828,0.612,0.616
871,Australia,35+,male,0.4343891402714932,0.7926666666666667,0.714,0.64,0.672,0.536,0.852,0.604,0.63
872,Australia,35+,male,0.4343891402714932,0.82,0.706,0.638,0.676,0.542,0.85,0.606,0.62
889,Australia,35+,female,0.4343891402714932,0.8086666666666668,0.738,0.624,0.67,0.53,0.832,0.606,0.628
890,Australia,35+,female,0.4343891402714932,0.7953333333333333,0.756,0.64,0.678,0.528,0.864,0.612,0.62
904,Brazil,18-24,male,0.43891402714932126,0.828,0.718,0.628,0.668,0.548,0.86,0.61,0.616
923,Brazil,18-24,male,0.4343891402714932,0.8206666666666665,0.768,0.634,0.674,0.536,0.868,0.61,0.612
927,Brazil,18-24,female,0.4343891402714932,0.8666666666666667,0.712,0.63,0.672,0.534,0.856,0.606,0.622
929,Brazil,18-24,female,0.4343891402714932,0.8106666666666666,0.69,0.63,0.676,0.538,0.806,0.61,0.628
936,Brazil,18-24,female,0.4343891402714932,0.8380000000000001,0.72,0.636,0.676,0.54,0.852,0.608,0.624
938,Brazil,18-24,female,0.4343891402714932,0.8433333333333334,0.7,0.638,0.67,0.528,0.838,0.606,0.628
944,Brazil,18-24,female,0.4343891402714932,0.836,0.688,0.634,0.67,0.534,0.828,0.606,0.63
957,Brazil,25-34,male,0.4343891402714932,0.8533333333333334,0.704,0.624,0.678,0.53,0.81,0.602,0.632
963,Brazil,25-34,male,0.4343891402714932,0.7953333333333333,0.752,0.636,0.678,0.536,0.866,0.61,0.62
978,Brazil,25-34,female,0.43891402714932126,0.8039999999999999,0.746,0.612,0.664,0.552,0.87,0.612,0.626
990,Brazil,25-34,female,0.4343891402714932,0.8013333333333333,0.688,0.632,0.682,0.534,0.83,0.608,0.626
1004,Brazil,35+,male,0.4343891402714932,0.8433333333333334,0.706,0.634,0.668,0.534,0.834,0.61,0.622
1019,Brazil,35+,male,0.4434389140271493,0.7766666666666667,0.746,0.636,0.67,0.544,0.864,0.61,0.62
1033,Brazil,35+,female,0.4298642533936652,0.7966666666666667,0.67,0.65,0.66,0.536,0.804,0.602,0.628
1044,Brazil,35+,female,0.4343891402714932,0.85,0.698,0.646,0.674,0.536,0.834,0.604,0.628
